271	311	450	
276	308	339	
308	339	406	
92	94	194	
92	109	222	
92	222	303	
92	268	303	
94	194	222	
94	222	303	
109	222	303	
194	222	303	
194	311	405	
222	311	405	
94	276	378	
130	276	378	
268	276	378	
13	194	271	
13	293	308	
13	308	313	
18	151	271	
18	194	271	
18	271	308	
18	308	313	
60	313	398	
94	194	271	
94	276	293	
94	293	308	
94	308	313	
94	417	429	
94	429	450	
95	194	271	
151	271	308	
151	308	313	
151	429	450	
194	271	308	
194	293	308	
194	308	313	
194	313	398	
194	429	450	
269	308	313	
271	308	313	
271	313	398	
271	429	450	
276	293	308	
276	308	313	
276	416	429	
276	417	429	
276	429	450	
293	308	313	
293	313	398	
293	416	429	
293	429	450	
308	313	398	
308	429	450	
327	429	450	
345	416	429	
416	429	450	
417	429	450	
59	151	271	
59	271	313	
59	303	378	
59	313	398	
151	271	313	
271	313	398	
13	194	301	
92	276	291	
130	276	291	
92	268	303	
92	303	417	
267	268	303	
268	303	417	
301	303	417	
56	109	276	
94	276	293	
94	293	303	
109	276	293	
130	276	293	
201	276	293	
201	293	303	
268	276	293	
276	293	303	
56	109	222	
56	222	276	
109	222	276	
109	276	293	
130	222	276	
130	276	293	
130	303	416	
201	276	293	
201	293	303	
201	303	416	
222	276	293	
222	293	303	
222	303	416	
276	293	303	
276	303	416	
293	303	416	
293	313	326	
298	313	326	
313	326	398	
6	18	59	
6	194	222	
6	271	308	
18	59	85	
18	85	194	
18	194	222	
18	234	271	
18	271	308	
56	222	276	
59	85	194	
59	94	194	
59	194	222	
59	234	271	
59	271	308	
85	194	222	
85	234	271	
85	271	308	
94	194	222	
94	222	276	
94	276	291	
178	222	276	
194	222	276	
194	234	271	
194	271	308	
201	276	291	
222	276	291	
234	271	308	
13	194	222	
13	234	293	
13	293	313	
18	59	85	
18	85	194	
18	194	222	
18	234	293	
56	222	293	
59	85	194	
59	194	222	
59	234	293	
59	293	313	
59	311	313	
60	234	293	
85	194	222	
85	234	293	
130	222	293	
178	222	293	
194	222	293	
194	234	293	
194	293	313	
194	298	313	
194	311	313	
201	293	313	
222	293	313	
222	311	313	
222	393	416	
234	293	313	
7	13	234	
7	234	308	
13	234	308	
13	234	313	
92	178	429	
92	378	429	
94	276	293	
94	293	339	
234	293	339	
276	293	339	
56	222	276	
59	92	222	
59	194	222	
92	222	276	
92	276	291	
194	222	276	
201	276	291	
222	276	291	
7	60	234	
7	94	293	
7	234	293	
7	293	303	
7	308	406	
56	301	303	
60	234	293	
90	234	293	
92	94	293	
92	303	308	
94	293	303	
94	303	308	
94	308	406	
151	234	293	
151	308	406	
201	293	303	
201	303	308	
234	293	303	
234	308	406	
293	303	308	
293	308	406	
301	303	308	
303	308	406	
7	234	308	
92	222	276	
92	276	308	
222	276	308	
7	59	94	
7	94	194	
7	194	222	
7	293	339	
7	311	328	
18	59	94	
18	194	222	
42	311	328	
56	222	293	
59	94	194	
59	194	222	
59	293	339	
59	311	328	
94	194	222	
94	222	293	
94	293	339	
194	222	293	
194	293	339	
194	311	328	
222	293	339	
222	311	328	
85	151	271	
85	194	271	
85	271	311	
95	194	271	
151	271	311	
194	271	311	
92	276	308	
234	308	406	
276	308	406	
6	18	85	
18	85	90	
92	222	293	
92	303	308	
151	234	293	
201	293	303	
201	303	308	
222	293	303	
222	303	308	
234	293	303	
293	303	308	
92	94	222	
92	222	301	
94	222	301	
7	85	151	
7	94	308	
18	85	151	
18	151	308	
85	151	308	
92	94	308	
92	109	301	
92	178	301	
56	109	276	
109	276	293	
151	234	293	
234	293	303	
268	276	293	
268	303	308	
276	293	303	
276	303	308	
293	303	308	
7	59	94	
7	94	222	
7	293	416	
59	94	222	
59	293	416	
94	222	291	
94	293	416	
201	293	416	
222	293	416	
13	194	222	
56	109	222	
56	222	276	
85	194	222	
92	109	222	
92	222	276	
92	268	276	
92	276	303	
109	222	276	
109	276	303	
130	222	276	
130	276	303	
194	222	276	
222	276	303	
267	268	276	
267	276	303	
268	276	303	
6	194	234	
6	271	308	
59	85	194	
59	194	234	
59	234	271	
59	271	308	
85	194	234	
85	234	271	
85	271	308	
194	234	271	
194	271	308	
234	271	308	
56	109	200	
56	222	301	
56	301	303	
90	234	312	
92	94	222	
92	109	200	
92	178	222	
92	222	301	
92	303	327	
94	222	301	
94	303	327	
109	200	301	
109	222	301	
109	301	303	
178	222	301	
178	301	303	
200	301	303	
222	301	303	
222	303	327	
301	303	327	
18	85	450	
109	222	394	
222	429	450	
339	429	450	
6	194	234	
6	308	313	
13	194	234	
13	234	308	
13	308	313	
42	311	313	
56	301	347	
59	85	90	
59	92	178	
59	194	234	
59	234	308	
59	308	313	
59	311	313	
59	313	326	
60	234	308	
60	313	326	
85	90	234	
85	194	234	
85	234	308	
90	234	308	
92	178	301	
92	268	417	
178	301	347	
194	234	308	
194	298	313	
194	301	347	
194	308	313	
194	311	313	
194	313	326	
234	308	313	
234	313	326	
269	308	313	
298	313	326	
301	347	453	
308	313	326	
311	313	326	
18	194	293	
42	311	313	
94	194	293	
94	293	303	
94	303	417	
130	303	417	
178	301	303	
194	293	303	
194	298	313	
194	301	303	
194	311	313	
194	313	406	
201	293	303	
201	303	417	
268	303	417	
291	303	417	
293	303	417	
293	313	406	
298	313	406	
301	303	417	
311	313	406	
6	308	313	
13	308	313	
59	94	308	
59	151	308	
59	308	313	
59	313	450	
94	308	313	
94	378	450	
151	308	313	
269	308	313	
308	313	450	
308	389	450	
345	378	450	
7	59	92	
7	94	276	
59	92	94	
59	94	276	
92	94	276	
92	109	276	
92	268	276	
92	276	291	
94	276	291	
109	276	291	
268	276	291	
59	92	94	
92	178	222	
92	222	291	
178	222	291	
13	308	389	
59	92	94	
59	94	308	
59	308	389	
92	94	308	
94	308	389	
130	222	374	
6	194	234	
6	271	311	
95	194	234	
95	311	313	
109	276	416	
194	234	271	
194	271	311	
194	311	313	
201	276	416	
234	271	311	
271	311	313	
7	59	94	
7	94	222	
56	222	276	
59	94	222	
94	222	276	
94	276	291	
222	276	291	
222	291	303	
276	291	303	
222	301	303	
222	303	417	
301	303	417	
7	59	92	
56	109	200	
59	92	109	
59	151	271	
92	109	200	
92	268	276	
92	276	378	
109	276	378	
267	268	276	
267	276	378	
268	276	378	
6	194	293	
6	308	389	
13	194	293	
13	293	308	
13	308	389	
85	194	293	
92	276	293	
194	293	308	
194	308	389	
276	293	308	
276	308	389	
293	308	389	
59	293	303	
59	303	416	
130	222	276	
130	276	293	
130	303	416	
178	222	276	
222	276	293	
222	293	303	
222	303	416	
222	347	453	
276	293	303	
276	303	416	
276	347	453	
293	303	416	
7	59	339	
18	59	339	
7	59	85	
7	85	194	
7	194	222	
7	308	429	
59	85	194	
59	194	222	
59	308	429	
85	194	222	
109	222	276	
109	276	308	
109	417	429	
194	222	276	
194	308	429	
222	276	308	
222	417	429	
269	308	429	
276	308	429	
276	417	429	
92	268	303	
92	303	308	
268	303	308	
6	18	59	
7	59	313	
18	59	313	
18	90	312	
59	92	417	
59	194	234	
59	234	271	
59	271	311	
59	293	313	
59	311	313	
59	313	326	
60	234	271	
60	313	326	
90	234	271	
95	194	234	
95	311	313	
194	234	271	
194	271	311	
194	293	313	
194	311	313	
194	313	326	
234	271	311	
234	293	313	
234	313	326	
271	311	313	
271	313	326	
293	313	326	
311	313	326	
6	271	308	
6	308	339	
7	85	271	
7	94	308	
7	308	339	
7	339	429	
85	271	308	
94	308	339	
94	339	429	
94	378	429	
271	308	339	
308	339	429	
6	271	311	
59	92	178	
59	234	271	
59	271	311	
59	293	303	
59	303	416	
59	311	313	
59	313	326	
92	178	416	
92	268	303	
92	303	416	
130	303	416	
234	271	311	
234	293	303	
234	313	326	
268	303	416	
271	311	313	
271	313	326	
293	303	416	
293	313	326	
311	313	326	
6	18	234	
18	234	293	
92	94	222	
92	178	222	
92	222	276	
92	268	276	
92	276	293	
94	222	276	
94	276	293	
94	293	313	
178	222	276	
222	276	293	
222	293	313	
234	293	313	
268	276	293	
276	293	313	
6	18	59	
7	59	234	
7	234	312	
7	311	313	
18	59	234	
18	234	312	
59	234	312	
59	311	313	
7	293	303	
268	276	293	
276	293	303	
59	234	271	
59	271	311	
59	303	378	
234	271	311	
268	276	303	
268	303	378	
276	303	378	
7	59	234	
7	234	389	
59	234	389	
222	276	393	
234	389	450	
42	311	450	
95	311	450	
13	194	222	
13	293	308	
13	308	429	
92	94	194	
92	222	291	
92	429	450	
94	194	222	
94	222	291	
94	293	308	
94	308	429	
94	429	450	
194	222	291	
194	293	308	
194	308	429	
194	326	398	
194	429	450	
222	293	308	
222	429	450	
293	308	429	
293	429	450	
308	429	450	
327	429	450	
267	268	276	
267	276	303	
268	276	303	
13	234	293	
13	293	308	
13	308	407	
109	276	291	
130	276	291	
234	293	308	
234	308	407	
267	268	276	
267	276	291	
268	276	291	
276	293	308	
276	308	407	
293	308	407	
59	92	178	
59	293	313	
92	178	222	
92	222	293	
130	222	293	
178	222	293	
201	293	313	
222	293	313	
6	18	234	
7	60	234	
7	234	293	
7	293	313	
18	234	293	
60	234	293	
200	301	347	
222	293	313	
222	301	347	
234	293	313	
18	194	234	
194	301	303	
7	13	194	
7	94	194	
7	194	222	
7	293	303	
13	194	222	
13	293	303	
94	194	222	
94	222	293	
94	293	303	
94	303	327	
194	222	293	
194	293	303	
194	301	303	
222	293	303	
222	301	303	
222	303	327	
268	303	327	
293	303	327	
301	303	327	
6	18	85	
6	308	313	
7	13	308	
7	308	313	
13	308	313	
18	308	313	
92	109	276	
92	268	276	
92	276	291	
109	276	291	
268	276	291	
276	308	313	
94	222	291	
94	293	313	
222	293	313	
7	94	276	
7	293	313	
7	312	406	
7	313	406	
94	276	291	
94	293	313	
201	276	291	
201	293	313	
276	293	313	
293	313	406	
85	234	293	
94	222	276	
94	276	293	
94	293	407	
109	222	276	
109	276	293	
222	276	293	
222	293	407	
234	293	407	
276	293	407	
92	109	222	
92	222	291	
92	291	303	
92	303	378	
109	222	291	
109	301	303	
222	291	303	
222	301	303	
222	303	378	
291	303	378	
301	303	378	
85	151	308	
85	194	222	
151	308	389	
194	222	301	
194	301	303	
194	308	389	
222	301	303	
222	303	308	
301	303	308	
303	308	389	
7	13	194	
7	60	234	
7	94	194	
7	95	194	
7	194	222	
7	234	308	
7	308	313	
7	311	313	
13	194	222	
13	234	308	
13	308	313	
60	234	308	
92	94	194	
92	222	301	
92	268	303	
92	303	308	
94	194	222	
94	222	301	
94	303	308	
94	308	313	
95	194	222	
95	311	313	
130	222	301	
130	303	308	
194	222	301	
194	234	308	
194	301	303	
194	308	313	
194	311	313	
222	301	303	
222	303	308	
222	311	313	
234	308	313	
268	303	308	
269	308	313	
301	303	308	
303	308	313	
7	60	313	
7	194	313	
7	313	398	
7	429	450	
18	151	429	
18	194	313	
60	313	398	
151	429	450	
194	313	398	
194	429	450	
378	429	450	
7	60	313	
7	85	151	
7	308	313	
85	151	308	
151	308	313	
56	222	276	
56	301	303	
92	222	276	
92	276	293	
92	303	308	
151	308	313	
201	276	293	
201	293	303	
201	303	308	
222	276	293	
222	293	303	
222	301	303	
222	303	308	
276	293	303	
276	301	303	
276	303	308	
276	308	313	
293	303	308	
293	308	313	
293	313	406	
301	303	308	
303	308	313	
308	313	406	
7	293	308	
13	293	303	
7	13	234	
7	94	276	
7	234	308	
13	234	308	
56	301	347	
92	94	276	
92	268	276	
92	276	291	
94	276	291	
130	276	291	
267	268	276	
267	276	291	
268	276	291	
276	301	347	
18	59	151	
268	276	363	
18	59	94	
18	234	271	
18	271	308	
59	94	308	
59	234	271	
59	271	308	
234	271	308	
7	59	92	
7	95	194	
7	194	222	
7	293	303	
7	311	405	
7	326	398	
42	311	405	
56	109	222	
56	222	293	
56	301	303	
59	92	109	
59	151	271	
59	194	222	
59	271	311	
59	293	303	
59	303	378	
59	311	405	
92	109	222	
92	222	293	
92	303	378	
95	194	222	
95	311	405	
109	222	293	
109	301	303	
130	222	293	
130	303	378	
151	271	311	
194	222	293	
194	271	311	
194	293	303	
194	301	303	
194	311	405	
194	326	398	
222	293	303	
222	301	303	
222	303	378	
222	311	405	
271	311	405	
293	303	378	
301	303	378	
59	92	222	
92	222	301	
130	222	301	
200	301	347	
222	301	347	
7	94	308	
7	95	311	
7	308	313	
7	311	313	
94	308	313	
95	311	313	
269	308	313	
6	194	308	
6	308	313	
59	85	151	
59	92	94	
59	94	194	
59	151	308	
59	194	308	
59	308	313	
85	151	308	
85	194	308	
92	94	194	
94	194	308	
94	308	313	
151	308	313	
194	308	313	
269	308	313	
92	109	276	
92	276	301	
109	276	301	
109	301	303	
130	276	301	
201	276	301	
276	301	303	
7	59	308	
95	311	405	
18	85	90	
18	90	234	
18	234	312	
56	301	303	
60	234	312	
85	90	234	
85	234	312	
90	234	312	
178	301	303	
291	303	327	
301	303	327	
303	378	450	
6	18	90	
6	194	271	
6	271	311	
13	194	271	
18	90	312	
18	194	271	
18	271	311	
92	94	194	
92	276	301	
94	194	271	
94	276	301	
194	271	311	
194	311	313	
271	311	313	
7	13	194	
7	95	194	
7	194	293	
7	293	303	
7	308	339	
7	339	406	
13	194	293	
13	293	303	
13	308	339	
18	194	293	
18	308	339	
92	268	276	
92	276	291	
92	291	303	
92	303	308	
95	194	293	
194	293	303	
194	308	339	
194	339	406	
268	276	291	
268	303	308	
276	291	303	
276	293	303	
276	303	308	
276	308	339	
291	303	308	
293	303	308	
293	308	339	
293	339	406	
303	308	339	
308	339	406	
222	301	303	
6	308	339	
7	59	92	
7	60	312	
7	293	303	
7	308	339	
7	311	328	
42	311	328	
59	92	109	
59	151	308	
59	293	303	
59	303	308	
59	308	339	
59	311	328	
92	109	200	
92	268	303	
92	303	308	
130	303	308	
151	308	339	
268	303	308	
269	308	339	
293	303	308	
293	308	339	
303	308	339	
56	301	303	
92	94	303	
92	303	308	
94	303	308	
130	303	308	
201	303	308	
301	303	308	
7	13	194	
7	94	194	
7	95	194	
7	194	271	
13	194	271	
18	194	271	
94	194	271	
94	303	435	
95	194	271	
13	234	406	
18	59	94	
18	151	234	
18	234	406	
59	94	276	
59	151	234	
59	234	406	
60	234	406	
94	276	303	
151	234	406	
6	194	234	
6	271	308	
6	308	313	
85	90	234	
85	194	234	
85	234	271	
85	271	308	
90	234	271	
194	234	271	
194	271	308	
194	308	313	
194	311	313	
234	271	308	
234	308	313	
271	308	313	
271	311	313	
6	18	59	
6	194	293	
7	59	194	
7	194	293	
7	293	339	
7	311	328	
7	312	406	
7	339	406	
18	59	194	
18	194	293	
59	194	293	
59	293	339	
59	311	328	
59	339	406	
194	293	339	
194	311	328	
194	339	406	
269	339	406	
276	293	339	
293	339	406	
18	90	312	
7	95	194	
7	194	234	
7	234	271	
7	308	313	
7	313	398	
18	90	234	
18	151	234	
18	194	234	
18	234	271	
18	271	308	
18	308	313	
90	234	271	
95	194	234	
151	234	271	
151	271	308	
151	308	313	
194	234	271	
194	271	308	
194	308	313	
194	313	398	
234	271	308	
234	308	313	
234	313	398	
271	308	313	
271	313	398	
308	313	398	
85	194	234	
85	234	271	
85	271	308	
194	234	271	
194	271	308	
194	308	339	
234	271	308	
234	308	339	
271	308	339	
6	18	151	
6	194	234	
7	94	194	
7	194	234	
7	234	308	
18	151	234	
18	194	234	
18	234	308	
94	194	234	
151	234	308	
194	234	308	
18	234	293	
56	301	303	
60	234	293	
60	313	450	
234	293	303	
234	313	450	
234	389	450	
268	303	378	
293	303	378	
293	313	450	
293	378	450	
301	303	378	
303	378	450	
6	18	59	
6	194	293	
7	13	194	
7	59	194	
7	194	293	
7	293	406	
7	312	406	
13	194	293	
13	293	406	
18	59	194	
18	194	293	
56	109	417	
59	194	293	
59	293	406	
194	293	406	
7	13	194	
7	59	92	
7	194	222	
13	194	222	
18	59	92	
18	151	234	
18	194	222	
56	109	200	
56	222	276	
59	92	109	
59	151	234	
59	194	222	
92	109	200	
92	178	222	
92	222	276	
92	276	363	
109	222	276	
109	276	363	
178	222	276	
194	222	276	
222	276	363	
6	271	308	
6	308	429	
151	271	308	
151	308	429	
201	327	429	
271	308	429	
345	378	429	
13	194	234	
201	276	387	
268	276	387	
6	18	85	
6	271	308	
6	308	313	
18	85	90	
18	271	308	
18	308	313	
60	313	398	
85	271	308	
271	308	313	
271	311	313	
271	313	398	
308	313	398	
311	313	398	
7	59	151	
7	60	313	
7	311	313	
7	313	326	
59	151	271	
59	271	311	
59	303	327	
59	311	313	
59	313	326	
60	313	326	
109	222	303	
130	222	303	
130	303	327	
151	271	311	
222	303	327	
222	311	313	
271	311	313	
271	313	326	
298	313	326	
311	313	326	
56	301	303	
18	59	94	
18	90	234	
18	194	222	
18	234	293	
56	222	293	
56	301	303	
59	94	194	
59	194	222	
59	234	293	
59	293	303	
59	303	378	
90	234	293	
94	194	222	
94	222	293	
94	293	303	
94	303	378	
95	194	222	
130	222	293	
130	303	378	
194	222	293	
194	234	293	
194	293	303	
194	301	303	
222	293	303	
222	301	303	
222	303	378	
234	293	303	
293	303	378	
301	303	378	
7	59	85	
7	85	90	
7	94	194	
7	194	298	
7	311	313	
59	85	90	
59	92	94	
59	94	194	
59	194	298	
59	303	327	
59	311	313	
85	194	298	
92	94	194	
92	276	303	
92	303	327	
94	194	298	
94	276	303	
94	303	327	
194	298	313	
194	311	313	
201	276	303	
201	303	327	
276	303	327	
6	271	308	
6	308	313	
42	311	313	
59	271	308	
59	308	313	
59	311	313	
59	313	326	
95	311	313	
109	222	276	
109	276	301	
130	222	276	
130	276	301	
178	222	276	
201	276	301	
222	276	301	
222	311	313	
267	276	301	
271	308	313	
271	311	313	
271	313	326	
276	308	313	
308	313	326	
308	389	398	
311	313	326	
313	326	398	
6	194	234	
6	308	313	
7	194	234	
7	234	308	
7	308	313	
7	311	313	
7	313	326	
194	234	308	
194	308	313	
194	311	313	
194	313	326	
234	308	313	
234	313	326	
269	308	313	
308	313	326	
311	313	326	
94	276	293	
130	276	293	
201	276	293	
268	276	293	
7	13	234	
7	59	85	
7	60	234	
7	85	234	
7	234	293	
7	293	303	
7	311	313	
13	234	293	
13	293	303	
59	85	234	
59	234	293	
59	293	303	
59	303	417	
59	311	313	
60	234	293	
85	234	293	
234	293	303	
293	303	417	
6	18	59	
18	59	85	
18	85	234	
18	234	293	
59	85	234	
59	92	178	
59	234	293	
59	293	303	
85	234	293	
92	268	276	
92	276	293	
201	276	293	
201	293	303	
234	293	303	
234	312	406	
268	276	293	
276	293	303	
7	13	194	
7	194	222	
7	234	293	
7	293	303	
13	194	222	
13	234	293	
13	293	303	
130	222	276	
130	276	293	
130	303	327	
151	234	293	
178	222	276	
194	222	276	
194	234	293	
194	293	303	
201	276	293	
201	293	303	
201	303	327	
222	276	293	
222	293	303	
222	303	327	
234	293	303	
276	293	303	
276	303	327	
293	303	327	
6	271	311	
42	311	328	
85	271	311	
95	311	328	
271	311	328	
7	13	194	
7	85	194	
7	194	234	
13	194	234	
85	194	234	
6	194	234	
85	90	234	
85	151	234	
85	194	234	
85	234	406	
90	234	406	
151	234	406	
194	234	406	
92	94	276	
92	109	276	
92	276	291	
94	276	291	
109	276	291	
267	276	291	
13	194	222	
13	293	308	
18	59	85	
18	85	194	
18	194	222	
56	109	200	
56	222	293	
56	301	347	
59	85	194	
59	92	109	
59	194	222	
59	293	308	
85	194	222	
92	109	200	
92	222	293	
109	200	301	
109	222	293	
109	301	347	
194	222	293	
194	293	308	
194	301	347	
200	301	347	
201	293	308	
222	293	308	
222	301	347	
56	301	347	
85	194	293	
92	94	194	
92	178	301	
94	194	293	
94	293	450	
178	301	347	
194	293	450	
194	301	347	
94	222	394	
130	222	394	
59	94	194	
59	194	222	
59	234	313	
60	234	313	
94	194	222	
94	222	291	
109	222	291	
130	222	291	
178	222	291	
194	222	291	
194	234	313	
222	291	303	
13	308	429	
92	303	308	
201	303	308	
201	327	429	
303	308	429	
303	327	429	
56	222	301	
56	301	347	
94	194	222	
94	222	301	
130	222	301	
194	222	301	
194	301	347	
200	301	347	
222	301	347	
7	94	276	
92	94	276	
92	109	276	
92	276	347	
94	276	347	
109	276	347	
18	151	271	
7	13	194	
7	95	194	
7	194	293	
7	293	303	
7	308	313	
7	311	313	
13	194	293	
13	293	303	
13	308	313	
92	276	291	
92	291	303	
92	303	308	
95	194	293	
95	311	313	
130	276	291	
130	303	308	
194	293	303	
194	308	313	
194	311	313	
267	276	291	
276	291	303	
276	293	303	
276	303	308	
276	308	313	
291	303	308	
293	303	308	
293	308	313	
303	308	313	
7	59	94	
7	94	194	
7	194	293	
59	94	194	
59	194	293	
94	194	293	
94	276	293	
194	301	347	
200	301	347	
267	276	293	
276	301	347	
7	85	151	
7	234	293	
7	293	313	
7	313	398	
85	151	234	
85	234	293	
130	276	293	
151	234	293	
234	293	313	
234	313	398	
267	268	276	
267	276	293	
268	276	293	
276	293	313	
293	313	398	
13	234	429	
59	92	94	
59	94	276	
59	234	429	
59	303	429	
59	311	429	
92	94	276	
92	276	301	
92	303	429	
94	276	301	
94	303	429	
95	311	429	
130	276	301	
130	303	429	
200	301	303	
276	301	303	
276	303	429	
301	303	429	
56	109	276	
56	301	347	
109	276	301	
109	301	347	
130	276	301	
276	301	347	
276	378	416	
56	222	276	
56	301	303	
130	222	276	
130	276	301	
200	301	303	
222	276	301	
222	301	303	
268	276	301	
276	301	303	
7	13	194	
7	94	194	
7	95	194	
7	194	222	
7	311	405	
13	194	222	
94	194	222	
94	222	276	
94	276	303	
95	194	222	
95	311	405	
194	222	276	
194	311	405	
222	276	303	
222	311	405	
268	276	303	
268	303	308	
18	85	151	
18	151	234	
18	194	222	
18	234	308	
18	308	313	
42	311	313	
60	234	308	
60	313	326	
85	151	234	
85	194	222	
85	234	308	
94	194	222	
94	222	276	
94	276	303	
94	303	308	
94	308	313	
130	222	276	
130	276	303	
130	303	308	
151	234	308	
151	308	313	
178	222	276	
194	222	276	
194	234	308	
194	308	313	
194	311	313	
194	313	326	
194	326	398	
222	276	303	
222	303	308	
222	311	313	
234	308	313	
234	313	326	
269	308	313	
276	303	308	
276	308	313	
303	308	313	
308	313	326	
311	313	326	
313	326	398	
59	94	194	
59	303	417	
94	303	417	
18	85	90	
18	90	234	
18	194	234	
18	234	271	
85	90	234	
85	194	234	
85	234	271	
90	234	271	
194	234	271	
291	303	327	
6	308	406	
13	308	406	
59	92	268	
59	308	406	
92	268	276	
92	276	308	
267	268	276	
267	276	308	
268	276	308	
269	308	406	
276	308	406	
56	222	293	
56	301	347	
95	194	222	
95	311	313	
194	222	293	
194	293	313	
194	301	347	
194	311	313	
194	313	406	
222	293	313	
222	301	347	
222	311	313	
293	313	406	
311	313	406	
130	222	435	
7	59	85	
7	85	90	
7	94	378	
7	234	271	
18	59	85	
18	85	90	
18	90	234	
18	151	234	
18	234	271	
59	85	90	
59	92	94	
59	94	378	
59	151	234	
59	234	271	
85	90	234	
85	151	234	
85	234	271	
90	234	271	
92	94	378	
92	178	301	
151	234	271	
178	301	347	
200	301	347	
94	276	347	
268	276	347	
276	347	453	
